#Station Long Name,MURRAY RIVER @ BOUNDARY BEND
#Station Number,414201
#Station Location Latitude,-34.71966901
#Station Location Longitude,143.1698626
#Parameter Type Name,Water Course Discharge
#Timeseries Name,DMQaQc.Merged.DailyMean.24HR
#Unit Name,cubic meter per second
#DATA_OWNER_NAME,VIC - Department of Environment, Land, Water and Planning
#Rows,16230
#Timestamp,Value,Interpolation Type,Quality Code
1975-05-28T00:00:00.000+10:00,249.326,603,110
1975-05-29T00:00:00.000+10:00,252.751,603,110
1975-05-30T00:00:00.000+10:00,253.417,603,110
1975-05-31T00:00:00.000+10:00,250.747,603,110
1975-06-01T00:00:00.000+10:00,245.646,603,110
1975-06-02T00:00:00.000+10:00,240.839,603,110
1975-06-03T00:00:00.000+10:00,237.008,603,110
1975-06-04T00:00:00.000+10:00,234.498,603,110
1975-06-05T00:00:00.000+10:00,232.314,603,110
1975-06-06T00:00:00.000+10:00,229.826,603,10
1975-06-07T00:00:00.000+10:00,227.203,603,10
1975-06-08T00:00:00.000+10:00,227.178,603,10
1975-06-09T00:00:00.000+10:00,227.893,603,10
1975-06-10T00:00:00.000+10:00,229.060,603,10
1975-06-11T00:00:00.000+10:00,230.397,603,10
1975-06-12T00:00:00.000+10:00,231.281,603,10
1975-06-13T00:00:00.000+10:00,231.660,603,10
1975-06-14T00:00:00.000+10:00,232.113,603,10
1975-06-15T00:00:00.000+10:00,233.298,603,10
1975-06-16T00:00:00.000+10:00,234.919,603,10
1975-06-17T00:00:00.000+10:00,236.590,603,10
1975-06-18T00:00:00.000+10:00,238.134,603,10
1975-06-19T00:00:00.000+10:00,238.745,603,10
1975-06-20T00:00:00.000+10:00,239.851,603,10
1975-06-21T00:00:00.000+10:00,240.662,603,10
1975-06-22T00:00:00.000+10:00,238.717,603,10
1975-06-23T00:00:00.000+10:00,233.424,603,10
1975-06-24T00:00:00.000+10:00,227.779,603,10
1975-06-25T00:00:00.000+10:00,222.513,603,10
1975-06-26T00:00:00.000+10:00,216.666,603,10
1975-06-27T00:00:00.000+10:00,210.848,603,10
1975-06-28T00:00:00.000+10:00,204.329,603,10
1975-06-29T00:00:00.000+10:00,197.800,603,10
1975-06-30T00:00:00.000+10:00,191.874,603,10
1975-07-01T00:00:00.000+10:00,185.809,603,10
1975-07-02T00:00:00.000+10:00,179.522,603,10
1975-07-03T00:00:00.000+10:00,172.675,603,10
1975-07-04T00:00:00.000+10:00,164.535,603,10
1975-07-05T00:00:00.000+10:00,157.423,603,10
1975-07-06T00:00:00.000+10:00,152.216,603,10
1975-07-07T00:00:00.000+10:00,150.135,603,10
1975-07-08T00:00:00.000+10:00,150.461,603,10
1975-07-09T00:00:00.000+10:00,150.942,603,10
1975-07-10T00:00:00.000+10:00,151.251,603,10
1975-07-11T00:00:00.000+10:00,151.748,603,10
1975-07-12T00:00:00.000+10:00,152.975,603,10
1975-07-13T00:00:00.000+10:00,155.519,603,10
1975-07-14T00:00:00.000+10:00,156.493,603,10
1975-07-15T00:00:00.000+10:00,156.692,603,10
1975-07-16T00:00:00.000+10:00,156.966,603,10
1975-07-17T00:00:00.000+10:00,158.820,603,10
1975-07-18T00:00:00.000+10:00,162.200,603,10
1975-07-19T00:00:00.000+10:00,166.966,603,10
1975-07-20T00:00:00.000+10:00,172.236,603,10
1975-07-21T00:00:00.000+10:00,179.151,603,10
1975-07-22T00:00:00.000+10:00,190.102,603,10
1975-07-23T00:00:00.000+10:00,207.352,603,10
1975-07-24T00:00:00.000+10:00,230.224,603,10
1975-07-25T00:00:00.000+10:00,249.304,603,10
1975-07-26T00:00:00.000+10:00,260.929,603,110
1975-07-27T00:00:00.000+10:00,267.011,603,10
1975-07-28T00:00:00.000+10:00,268.328,603,10
1975-07-29T00:00:00.000+10:00,266.891,603,10
1975-07-30T00:00:00.000+10:00,264.238,603,10
1975-07-31T00:00:00.000+10:00,262.670,603,110
1975-08-01T00:00:00.000+10:00,263.163,603,110
1975-08-02T00:00:00.000+10:00,268.159,603,110
1975-08-03T00:00:00.000+10:00,279.592,603,10
1975-08-04T00:00:00.000+10:00,293.285,603,110
1975-08-05T00:00:00.000+10:00,308.024,603,110
1975-08-06T00:00:00.000+10:00,323.932,603,110
1975-08-07T00:00:00.000+10:00,341.064,603,110
1975-08-08T00:00:00.000+10:00,358.485,603,110
1975-08-09T00:00:00.000+10:00,374.483,603,110
1975-08-10T00:00:00.000+10:00,388.820,603,10
1975-08-11T00:00:00.000+10:00,402.928,603,10
1975-08-12T00:00:00.000+10:00,414.969,603,10
1975-08-13T00:00:00.000+10:00,426.520,603,10
1975-08-14T00:00:00.000+10:00,438.613,603,10
1975-08-15T00:00:00.000+10:00,450.044,603,10
1975-08-16T00:00:00.000+10:00,460.700,603,10
1975-08-17T00:00:00.000+10:00,471.454,603,10
1975-08-18T00:00:00.000+10:00,483.686,603,10
1975-08-19T00:00:00.000+10:00,497.172,603,10
1975-08-20T00:00:00.000+10:00,507.958,603,10
1975-08-21T00:00:00.000+10:00,518.020,603,10
1975-08-22T00:00:00.000+10:00,527.984,603,10
1975-08-23T00:00:00.000+10:00,539.458,603,10
1975-08-24T00:00:00.000+10:00,555.057,603,10
1975-08-25T00:00:00.000+10:00,570.511,603,10
1975-08-26T00:00:00.000+10:00,583.922,603,10
1975-08-27T00:00:00.000+10:00,595.081,603,10
1975-08-28T00:00:00.000+10:00,605.929,603,10
1975-08-29T00:00:00.000+10:00,615.554,603,10
1975-08-30T00:00:00.000+10:00,623.518,603,10
1975-08-31T00:00:00.000+10:00,631.328,603,10
1975-09-01T00:00:00.000+10:00,637.657,603,10
1975-09-02T00:00:00.000+10:00,644.946,603,10
1975-09-03T00:00:00.000+10:00,650.407,603,10
1975-09-04T00:00:00.000+10:00,655.255,603,10
1975-09-05T00:00:00.000+10:00,660.736,603,10
1975-09-06T00:00:00.000+10:00,666.445,603,10
1975-09-07T00:00:00.000+10:00,671.931,603,10
1975-09-08T00:00:00.000+10:00,677.669,603,10
1975-09-09T00:00:00.000+10:00,682.877,603,10
1975-09-10T00:00:00.000+10:00,687.644,603,10
1975-09-11T00:00:00.000+10:00,692.932,603,10
1975-09-12T00:00:00.000+10:00,697.515,603,10
1975-09-13T00:00:00.000+10:00,704.360,603,10
1975-09-14T00:00:00.000+10:00,711.715,603,10
1975-09-15T00:00:00.000+10:00,720.343,603,10
1975-09-16T00:00:00.000+10:00,733.314,603,10
1975-09-17T00:00:00.000+10:00,746.871,603,10
1975-09-18T00:00:00.000+10:00,763.843,603,10
1975-09-19T00:00:00.000+10:00,775.930,603,10
1975-09-20T00:00:00.000+10:00,786.566,603,10
1975-09-21T00:00:00.000+10:00,798.122,603,10
1975-09-22T00:00:00.000+10:00,810.763,603,10
1975-09-23T00:00:00.000+10:00,822.732,603,10
1975-09-24T00:00:00.000+10:00,840.286,603,10
1975-09-25T00:00:00.000+10:00,860.116,603,10
1975-09-26T00:00:00.000+10:00,879.240,603,10
1975-09-27T00:00:00.000+10:00,896.704,603,10
1975-09-28T00:00:00.000+10:00,913.569,603,10
1975-09-29T00:00:00.000+10:00,928.318,603,10
1975-09-30T00:00:00.000+10:00,939.560,603,10
1975-10-01T00:00:00.000+10:00,948.839,603,10
1975-10-02T00:00:00.000+10:00,958.225,603,10
1975-10-03T00:00:00.000+10:00,966.607,603,10
1975-10-04T00:00:00.000+10:00,979.020,603,10
1975-10-05T00:00:00.000+10:00,988.691,603,10
1975-10-06T00:00:00.000+10:00,999.927,603,10
1975-10-07T00:00:00.000+10:00,1014.419,603,10
1975-10-08T00:00:00.000+10:00,1046.414,603,10
1975-10-09T00:00:00.000+10:00,1088.392,603,10
1975-10-10T00:00:00.000+10:00,1120.410,603,10
1975-10-11T00:00:00.000+10:00,1149.668,603,10
1975-10-12T00:00:00.000+10:00,1184.629,603,10
1975-10-13T00:00:00.000+10:00,1225.008,603,10
1975-10-14T00:00:00.000+10:00,1267.567,603,10
1975-10-15T00:00:00.000+10:00,1311.721,603,10
1975-10-16T00:00:00.000+10:00,1350.801,603,10
1975-10-17T00:00:00.000+10:00,1384.906,603,10
1975-10-18T00:00:00.000+10:00,1412.707,603,10
1975-10-19T00:00:00.000+10:00,1443.880,603,10
1975-10-20T00:00:00.000+10:00,1462.754,603,10
1975-10-21T00:00:00.000+10:00,1476.965,603,10
1975-10-22T00:00:00.000+10:00,1483.376,603,10
1975-10-23T00:00:00.000+10:00,1509.141,603,10
1975-10-24T00:00:00.000+10:00,1561.729,603,10
1975-10-25T00:00:00.000+10:00,1546.981,603,10
1975-10-26T00:00:00.000+10:00,1544.637,603,10
1975-10-27T00:00:00.000+10:00,1544.867,603,10
1975-10-28T00:00:00.000+10:00,1550.194,603,10
1975-10-29T00:00:00.000+10:00,1562.880,603,10
1975-10-30T00:00:00.000+10:00,1584.154,603,10
1975-10-31T00:00:00.000+10:00,1601.447,603,10
1975-11-01T00:00:00.000+10:00,1619.798,603,10
1975-11-02T00:00:00.000+10:00,1650.900,603,10
1975-11-03T00:00:00.000+10:00,1677.559,603,10
1975-11-04T00:00:00.000+10:00,1706.129,603,10
1975-11-05T00:00:00.000+10:00,1729.635,603,10
1975-11-06T00:00:00.000+10:00,1748.778,603,10
1975-11-07T00:00:00.000+10:00,1765.450,603,10
1975-11-08T00:00:00.000+10:00,1781.213,603,10
1975-11-09T00:00:00.000+10:00,1806.109,603,10
1975-11-10T00:00:00.000+10:00,1821.104,603,10
1975-11-11T00:00:00.000+10:00,1829.917,603,10
1975-11-12T00:00:00.000+10:00,1851.833,603,10
1975-11-13T00:00:00.000+10:00,1870.029,603,10
1975-11-14T00:00:00.000+10:00,1887.131,603,10
1975-11-15T00:00:00.000+10:00,1917.165,603,10
1975-11-16T00:00:00.000+10:00,1958.763,603,10
1975-11-17T00:00:00.000+10:00,2004.514,603,10
1975-11-18T00:00:00.000+10:00,2067.342,603,10
1975-11-19T00:00:00.000+10:00,2116.010,603,10
1975-11-20T00:00:00.000+10:00,2176.414,603,10
1975-11-21T00:00:00.000+10:00,2234.602,603,10
1975-11-22T00:00:00.000+10:00,2259.861,603,10
1975-11-23T00:00:00.000+10:00,2264.064,603,10
1975-11-24T00:00:00.000+10:00,2261.256,603,10
1975-11-25T00:00:00.000+10:00,2214.102,603,10
1975-11-26T00:00:00.000+10:00,2176.063,603,10
1975-11-27T00:00:00.000+10:00,2125.455,603,10
1975-11-28T00:00:00.000+10:00,2070.716,603,10
1975-11-29T00:00:00.000+10:00,1994.477,603,10
1975-11-30T00:00:00.000+10:00,1920.886,603,10
1975-12-01T00:00:00.000+10:00,1869.992,603,10
1975-12-02T00:00:00.000+10:00,1826.282,603,10
1975-12-03T00:00:00.000+10:00,1785.882,603,10
1975-12-04T00:00:00.000+10:00,1749.026,603,10
1975-12-05T00:00:00.000+10:00,1714.481,603,10
1975-12-06T00:00:00.000+10:00,1669.046,603,10
1975-12-07T00:00:00.000+10:00,1634.276,603,10
1975-12-08T00:00:00.000+10:00,1594.480,603,10
1975-12-09T00:00:00.000+10:00,1552.353,603,10
1975-12-10T00:00:00.000+10:00,1518.407,603,110
1975-12-11T00:00:00.000+10:00,1476.637,603,110
1975-12-12T00:00:00.000+10:00,1445.838,603,110
1975-12-13T00:00:00.000+10:00,1474.182,603,10
1975-12-14T00:00:00.000+10:00,1444.871,603,10
1975-12-15T00:00:00.000+10:00,1385.912,603,10
1975-12-16T00:00:00.000+10:00,1324.928,603,10
1975-12-17T00:00:00.000+10:00,1278.801,603,10
1975-12-18T00:00:00.000+10:00,1231.960,603,10
1975-12-19T00:00:00.000+10:00,1188.447,603,10
1975-12-20T00:00:00.000+10:00,1145.410,603,10
1975-12-21T00:00:00.000+10:00,1100.500,603,10
1975-12-22T00:00:00.000+10:00,1055.288,603,10
1975-12-23T00:00:00.000+10:00,1011.454,603,10
1975-12-24T00:00:00.000+10:00,965.060,603,10
1975-12-25T00:00:00.000+10:00,919.833,603,10
1975-12-26T00:00:00.000+10:00,870.489,603,10
1975-12-27T00:00:00.000+10:00,825.482,603,10
1975-12-28T00:00:00.000+10:00,790.015,603,10
1975-12-29T00:00:00.000+10:00,757.346,603,10
1975-12-30T00:00:00.000+10:00,720.440,603,10
1975-12-31T00:00:00.000+10:00,680.297,603,10
1976-01-01T00:00:00.000+10:00,640.363,603,10
1976-01-02T00:00:00.000+10:00,602.346,603,10
1976-01-03T00:00:00.000+10:00,564.690,603,10
1976-01-04T00:00:00.000+10:00,530.553,603,10
1976-01-05T00:00:00.000+10:00,501.862,603,10
1976-01-06T00:00:00.000+10:00,468.727,603,10
1976-01-07T00:00:00.000+10:00,434.255,603,10
1976-01-08T00:00:00.000+10:00,395.734,603,10
1976-01-09T00:00:00.000+10:00,357.841,603,10
1976-01-10T00:00:00.000+10:00,327.431,603,10
1976-01-11T00:00:00.000+10:00,305.945,603,10
1976-01-12T00:00:00.000+10:00,291.629,603,10
1976-01-13T00:00:00.000+10:00,283.719,603,10
1976-01-14T00:00:00.000+10:00,278.914,603,10
1976-01-15T00:00:00.000+10:00,275.293,603,10
1976-01-16T00:00:00.000+10:00,272.736,603,10
1976-01-17T00:00:00.000+10:00,270.787,603,10
1976-01-18T00:00:00.000+10:00,267.960,603,10
1976-01-19T00:00:00.000+10:00,262.108,603,10
1976-01-20T00:00:00.000+10:00,253.909,603,10
1976-01-21T00:00:00.000+10:00,243.889,603,10
1976-01-22T00:00:00.000+10:00,232.174,603,10
1976-01-23T00:00:00.000+10:00,220.719,603,10
1976-01-24T00:00:00.000+10:00,209.229,603,10
1976-01-25T00:00:00.000+10:00,199.103,603,110
1976-01-26T00:00:00.000+10:00,192.560,603,110
1976-01-27T00:00:00.000+10:00,187.572,603,110
1976-01-28T00:00:00.000+10:00,184.125,603,110
1976-01-29T00:00:00.000+10:00,181.055,603,110
1976-01-30T00:00:00.000+10:00,177.315,603,10
1976-01-31T00:00:00.000+10:00,172.708,603,10
1976-02-01T00:00:00.000+10:00,167.786,603,10
1976-02-02T00:00:00.000+10:00,161.315,603,10
1976-02-03T00:00:00.000+10:00,156.909,603,10
1976-02-04T00:00:00.000+10:00,153.681,603,10
1976-02-05T00:00:00.000+10:00,150.850,603,10
1976-02-06T00:00:00.000+10:00,148.363,603,10
1976-02-07T00:00:00.000+10:00,145.859,603,10
1976-02-08T00:00:00.000+10:00,144.828,603,10
1976-02-09T00:00:00.000+10:00,144.497,603,10
1976-02-10T00:00:00.000+10:00,142.585,603,10
1976-02-11T00:00:00.000+10:00,139.963,603,10
1976-02-12T00:00:00.000+10:00,136.770,603,10
1976-02-13T00:00:00.000+10:00,132.301,603,10
1976-02-14T00:00:00.000+10:00,128.189,603,10
1976-02-15T00:00:00.000+10:00,124.025,603,10
1976-02-16T00:00:00.000+10:00,121.463,603,10
1976-02-17T00:00:00.000+10:00,122.117,603,10
1976-02-18T00:00:00.000+10:00,129.933,603,10
1976-02-19T00:00:00.000+10:00,137.535,603,10
1976-02-20T00:00:00.000+10:00,141.890,603,10
1976-02-21T00:00:00.000+10:00,142.869,603,10
1976-02-22T00:00:00.000+10:00,141.209,603,10
1976-02-23T00:00:00.000+10:00,136.460,603,10
1976-02-24T00:00:00.000+10:00,131.404,603,10
1976-02-25T00:00:00.000+10:00,126.155,603,10
1976-02-26T00:00:00.000+10:00,121.624,603,10
1976-02-27T00:00:00.000+10:00,117.583,603,10
1976-02-28T00:00:00.000+10:00,113.418,603,10
1976-02-29T00:00:00.000+10:00,110.134,603,10
1976-03-01T00:00:00.000+10:00,108.883,603,10
1976-03-02T00:00:00.000+10:00,108.863,603,10
1976-03-03T00:00:00.000+10:00,108.871,603,10
1976-03-04T00:00:00.000+10:00,108.627,603,10
1976-03-05T00:00:00.000+10:00,107.085,603,10
1976-03-06T00:00:00.000+10:00,105.223,603,10
1976-03-07T00:00:00.000+10:00,104.717,603,10
1976-03-08T00:00:00.000+10:00,104.850,603,10
1976-03-09T00:00:00.000+10:00,105.074,603,10
1976-03-10T00:00:00.000+10:00,105.528,603,10
1976-03-11T00:00:00.000+10:00,106.908,603,10
1976-03-12T00:00:00.000+10:00,107.617,603,10
1976-03-13T00:00:00.000+10:00,107.361,603,10
1976-03-14T00:00:00.000+10:00,107.023,603,10
1976-03-15T00:00:00.000+10:00,106.685,603,10
1976-03-16T00:00:00.000+10:00,104.847,603,10
1976-03-17T00:00:00.000+10:00,101.580,603,10
1976-03-18T00:00:00.000+10:00,98.306,603,10
1976-03-19T00:00:00.000+10:00,94.410,603,10
1976-03-20T00:00:00.000+10:00,89.777,603,10
1976-03-21T00:00:00.000+10:00,85.340,603,10
1976-03-22T00:00:00.000+10:00,82.353,603,10
1976-03-23T00:00:00.000+10:00,79.727,603,10
1976-03-24T00:00:00.000+10:00,76.505,603,10
1976-03-25T00:00:00.000+10:00,75.104,603,10
1976-03-26T00:00:00.000+10:00,74.458,603,10
1976-03-27T00:00:00.000+10:00,74.076,603,10
1976-03-28T00:00:00.000+10:00,77.845,603,10
1976-03-29T00:00:00.000+10:00,85.707,603,10
1976-03-30T00:00:00.000+10:00,90.709,603,10
1976-03-31T00:00:00.000+10:00,91.553,603,110
1976-04-01T00:00:00.000+10:00,88.639,603,110
1976-04-02T00:00:00.000+10:00,84.875,603,110
1976-04-03T00:00:00.000+10:00,82.668,603,110
1976-04-04T00:00:00.000+10:00,80.661,603,110
1976-04-05T00:00:00.000+10:00,80.054,603,110
1976-04-06T00:00:00.000+10:00,80.692,603,110
1976-04-07T00:00:00.000+10:00,81.676,603,110
1976-04-08T00:00:00.000+10:00,83.523,603,110
1976-04-09T00:00:00.000+10:00,86.060,603,110
1976-04-10T00:00:00.000+10:00,89.916,603,110
1976-04-11T00:00:00.000+10:00,93.694,603,110
1976-04-12T00:00:00.000+10:00,97.584,603,110
1976-04-13T00:00:00.000+10:00,101.583,603,110
1976-04-14T00:00:00.000+10:00,105.284,603,110
1976-04-15T00:00:00.000+10:00,107.649,603,110
1976-04-16T00:00:00.000+10:00,108.753,603,110
1976-04-17T00:00:00.000+10:00,110.190,603,110
1976-04-18T00:00:00.000+10:00,113.808,603,110
1976-04-19T00:00:00.000+10:00,119.165,603,110
1976-04-20T00:00:00.000+10:00,124.133,603,110
1976-04-21T00:00:00.000+10:00,129.140,603,110
1976-04-22T00:00:00.000+10:00,133.732,603,110
1976-04-23T00:00:00.000+10:00,135.598,603,110
1976-04-24T00:00:00.000+10:00,135.364,603,110
1976-04-25T00:00:00.000+10:00,132.734,603,110
1976-04-26T00:00:00.000+10:00,128.748,603,110
1976-04-27T00:00:00.000+10:00,124.525,603,110
1976-04-28T00:00:00.000+10:00,121.080,603,110
1976-04-29T00:00:00.000+10:00,118.216,603,110
1976-04-30T00:00:00.000+10:00,114.115,603,110
1976-05-01T00:00:00.000+10:00,111.071,603,110
1976-05-02T00:00:00.000+10:00,108.307,603,110
1976-05-03T00:00:00.000+10:00,106.546,603,110
1976-05-04T00:00:00.000+10:00,104.975,603,110
1976-05-05T00:00:00.000+10:00,104.929,603,110
1976-05-06T00:00:00.000+10:00,106.345,603,110
1976-05-07T00:00:00.000+10:00,108.106,603,110
1976-05-08T00:00:00.000+10:00,109.215,603,110
1976-05-09T00:00:00.000+10:00,110.735,603,110
1976-05-10T00:00:00.000+10:00,111.981,603,110
1976-05-11T00:00:00.000+10:00,112.956,603,110
1976-05-12T00:00:00.000+10:00,111.902,603,110
1976-05-13T00:00:00.000+10:00,109.901,603,110
1976-05-14T00:00:00.000+10:00,108.213,603,110
1976-05-15T00:00:00.000+10:00,107.927,603,110
1976-05-16T00:00:00.000+10:00,108.300,603,110
1976-05-17T00:00:00.000+10:00,110.018,603,110
1976-05-18T00:00:00.000+10:00,112.540,603,110
1976-05-19T00:00:00.000+10:00,114.565,603,110
1976-05-20T00:00:00.000+10:00,118.219,603,110
1976-05-21T00:00:00.000+10:00,121.111,603,110
1976-05-22T00:00:00.000+10:00,124.716,603,110
1976-05-23T00:00:00.000+10:00,130.635,603,110
1976-05-24T00:00:00.000+10:00,137.404,603,110
1976-05-25T00:00:00.000+10:00,142.718,603,110
1976-05-26T00:00:00.000+10:00,145.301,603,110
1976-05-27T00:00:00.000+10:00,146.169,603,110
1976-05-28T00:00:00.000+10:00,145.461,603,110
1976-05-29T00:00:00.000+10:00,148.874,603,110
1976-05-30T00:00:00.000+10:00,154.528,603,110
1976-05-31T00:00:00.000+10:00,158.539,603,110
1976-06-01T00:00:00.000+10:00,160.411,603,110
1976-06-02T00:00:00.000+10:00,160.902,603,110
1976-06-03T00:00:00.000+10:00,160.685,603,110
1976-06-04T00:00:00.000+10:00,160.021,603,110
1976-06-05T00:00:00.000+10:00,159.238,603,110
1976-06-06T00:00:00.000+10:00,156.904,603,110
1976-06-07T00:00:00.000+10:00,153.085,603,110
1976-06-08T00:00:00.000+10:00,149.258,603,110
1976-06-09T00:00:00.000+10:00,146.312,603,110
1976-06-10T00:00:00.000+10:00,144.446,603,110
1976-06-11T00:00:00.000+10:00,143.811,603,110
1976-06-12T00:00:00.000+10:00,146.313,603,110
1976-06-13T00:00:00.000+10:00,150.049,603,110
1976-06-14T00:00:00.000+10:00,154.534,603,110
1976-06-15T00:00:00.000+10:00,158.282,603,110
1976-06-16T00:00:00.000+10:00,159.942,603,110
1976-06-17T00:00:00.000+10:00,159.810,603,110
1976-06-18T00:00:00.000+10:00,158.205,603,110
1976-06-19T00:00:00.000+10:00,155.689,603,110
1976-06-20T00:00:00.000+10:00,152.581,603,110
1976-06-21T00:00:00.000+10:00,149.759,603,110
1976-06-22T00:00:00.000+10:00,146.862,603,110
1976-06-23T00:00:00.000+10:00,143.925,603,110
1976-06-24T00:00:00.000+10:00,141.215,603,110
1976-06-25T00:00:00.000+10:00,138.943,603,110
1976-06-26T00:00:00.000+10:00,136.385,603,110
1976-06-27T00:00:00.000+10:00,132.949,603,110
1976-06-28T00:00:00.000+10:00,129.162,603,110
1976-06-29T00:00:00.000+10:00,124.690,603,110
1976-06-30T00:00:00.000+10:00,119.902,603,110
1976-07-01T00:00:00.000+10:00,115.880,603,110
1976-07-02T00:00:00.000+10:00,114.541,603,110
1976-07-03T00:00:00.000+10:00,115.922,603,110
1976-07-04T00:00:00.000+10:00,119.236,603,110
1976-07-05T00:00:00.000+10:00,118.719,603,110
1976-07-06T00:00:00.000+10:00,116.279,603,110
1976-07-07T00:00:00.000+10:00,95.479,603,110
1976-07-08T00:00:00.000+10:00,91.306,603,110
1976-07-09T00:00:00.000+10:00,88.923,603,110
1976-07-10T00:00:00.000+10:00,89.145,603,110
1976-07-11T00:00:00.000+10:00,89.720,603,110
1976-07-12T00:00:00.000+10:00,90.372,603,110
1976-07-13T00:00:00.000+10:00,93.382,603,110
1976-07-14T00:00:00.000+10:00,93.698,603,110
1976-07-15T00:00:00.000+10:00,93.374,603,110
1976-07-16T00:00:00.000+10:00,89.737,603,110
1976-07-17T00:00:00.000+10:00,86.535,603,110
1976-07-18T00:00:00.000+10:00,84.017,603,110
1976-07-19T00:00:00.000+10:00,81.506,603,110
1976-07-20T00:00:00.000+10:00,78.658,603,110
1976-07-21T00:00:00.000+10:00,75.667,603,110
1976-07-22T00:00:00.000+10:00,72.462,603,110
1976-07-23T00:00:00.000+10:00,69.215,603,110
1976-07-24T00:00:00.000+10:00,66.215,603,110
1976-07-25T00:00:00.000+10:00,63.281,603,110
1976-07-26T00:00:00.000+10:00,61.317,603,110
1976-07-27T00:00:00.000+10:00,61.159,603,110
1976-07-28T00:00:00.000+10:00,62.123,603,110
1976-07-29T00:00:00.000+10:00,62.994,603,110
1976-07-30T00:00:00.000+10:00,63.807,603,110
1976-07-31T00:00:00.000+10:00,64.454,603,110
1976-08-01T00:00:00.000+10:00,65.102,603,110
1976-08-02T00:00:00.000+10:00,65.141,603,110
1976-08-03T00:00:00.000+10:00,65.003,603,110
1976-08-04T00:00:00.000+10:00,64.194,603,110
1976-08-05T00:00:00.000+10:00,63.718,603,110
1976-08-06T00:00:00.000+10:00,62.886,603,110
1976-08-07T00:00:00.000+10:00,62.146,603,110
1976-08-08T00:00:00.000+10:00,62.728,603,110
1976-08-09T00:00:00.000+10:00,63.091,603,110
1976-08-10T00:00:00.000+10:00,63.155,603,110
1976-08-11T00:00:00.000+10:00,63.620,603,110
1976-08-12T00:00:00.000+10:00,64.137,603,110
1976-08-13T00:00:00.000+10:00,65.103,603,110
1976-08-14T00:00:00.000+10:00,66.266,603,110
1976-08-15T00:00:00.000+10:00,68.330,603,110
1976-08-16T00:00:00.000+10:00,71.769,603,110
1976-08-17T00:00:00.000+10:00,74.849,603,110
1976-08-18T00:00:00.000+10:00,75.094,603,110
1976-08-19T00:00:00.000+10:00,72.545,603,110
1976-08-20T00:00:00.000+10:00,68.949,603,110
1976-08-21T00:00:00.000+10:00,65.609,603,110
1976-08-22T00:00:00.000+10:00,64.069,603,110
1976-08-23T00:00:00.000+10:00,64.645,603,110
1976-08-24T00:00:00.000+10:00,66.113,603,110
1976-08-25T00:00:00.000+10:00,67.010,603,110
1976-08-26T00:00:00.000+10:00,67.017,603,110
1976-08-27T00:00:00.000+10:00,66.415,603,10
1976-08-28T00:00:00.000+10:00,66.092,603,10
